Year,Gender,State,Name,Count
1973,M,CA,Michael,5885
1946,M,NE,Robert,683
1946,M,NH,Robert,420
1973,M,CT,Michael,993
1946,M,MS,James,2135
2005,F,VT,Emma,61
1979,M,PA,Michael,4076
1946,M,MO,James,2281
1946,M,MN,James,1712
1931,F,SC,Mary,1365
1966,M,IA,Michael,1105
1931,F,SD,Betty,238
1959,M,TX,David,4772
1973,M,CO,Michael,848
1953,M,HI,Michael,285
1911,F,WY,Mary,30
1966,M,ID,Michael,217
1946,M,MT,James,319
1911,F,WV,Mary,441
1946,M,MA,Robert,3663
1973,M,DE,Michael,194
1986,M,KS,Michael,528
1959,M,TN,James,2023
1911,F,WA,Helen,131
1966,M,IL,Michael,4795
2005,F,VA,Emily,593
1946,M,MI,Robert,3877
1966,M,IN,Michael,2035
1911,F,WI,Mary,278
1946,M,ME,Robert,525
1946,M,MD,John,1343
1973,M,DC,Michael,429
1929,F,KS,Mary,845
2005,F,UT,Emma,312
1986,M,LA,Christopher,1201
1929,F,KY,Mary,1994
1929,F,LA,Mary,1306
2012,F,KS,Emma,238
1986,M,KY,Christopher,958
1911,F,VT,Mary,62
1953,M,GA,James,2538
1911,F,VA,Mary,747
1959,M,WV,James,966
2012,F,KY,Emma,356
1946,M,PA,John,7208
1986,M,HI,Michael,246
1959,M,WI,David,2300
2012,F,LA,Emma,318
1973,M,AR,Michael,718
1946,M,OR,Robert,707
1986,M,IA,Matthew,612
1929,F,MA,Mary,1938
1959,M,WA,David,1324
1953,M,FL,James,2025
1973,M,AK,Michael,142
1973,M,AL,Christopher,1193
1929,F,MI,Mary,2208
1929,F,MD,Mary,1050
1979,M,RI,Michael,391
1911,F,UT,Mary,71
1929,F,ME,Mary,220
1929,F,MN,Mary,942
2012,F,MA,Emma,506
1929,F,MO,Mary,1872
1986,M,IN,Michael,1291
1986,M,IL,Michael,3249
1959,M,VT,Michael,210
1946,M,OK,James,1206
1973,M,AZ,Michael,752
1966,M,KS,Michael,720
2012,F,MI,Emma,646
2012,F,MD,Sophia,358
2012,F,ME,Emma,101
1929,F,MS,Mary,1624
1986,M,ID,Michael,244
1929,F,MT,Betty,220
1946,M,OH,James,4963
2005,F,WY,Madison,38
1959,M,VA,James,2055
2005,F,WV,Madison,198
2012,F,MN,Emma,367
1966,M,KY,James,1452
2012,F,MO,Emma,472
1911,F,TN,Mary,721
1979,M,SD,Matthew,197
1946,M,NM,Robert,335
1979,M,SC,James,856
1929,F,NH,Barbara,114
1946,M,NY,Robert,9296
1911,F,TX,Mary,906
1966,M,LA,Michael,1236
1929,F,NJ,Mary,1399
2012,F,MT,Emma,58
1929,F,NC,Mary,2665
1946,M,NV,Robert,89
1929,F,ND,Mary,213
1929,F,NE,Mary,545
2012,F,MS,Emma,160
2005,F,WI,Emma,452
1966,M,DC,Michael,703
2005,F,SC,Emily,328
1939,M,WI,Robert,1571
1966,M,DE,Michael,251
1979,M,KY,Jason,1164
1939,M,WA,Robert,681
1949,F,IA,Linda,1854
1931,F,VT,Mary,114
1979,M,KS,Michael,605
1979,M,LA,Michael,1165
1946,M,IL,Robert,4956
1939,M,WY,John,119
1931,F,WA,Mary,377
1939,M,WV,James,1209
1946,M,IN,James,2293
1936,F,AR,Mary,1088
1991,F,VA,Ashley,1134
1949,F,HI,Linda,176
2005,F,RI,Olivia,97
1991,F,UT,Jessica,459
1931,F,WI,Mary,1089
1936,F,AK,Mary,33
1936,F,AL,Mary,2017
2012,F,FL,Isabella,1584
1991,F,TN,Ashley,1085
1939,M,VA,James,1726
1946,M,ID,Robert,248
1959,M,PA,John,6046
1931,F,WY,Mary,96
2012,F,GA,Emma,615
1936,F,AZ,Mary,297
1946,M,IA,James,1351
1931,F,WV,Betty,1190
1949,F,ID,Linda,415
1979,M,MA,Michael,2113
1939,M,VT,Robert,213
1946,M,HI,Robert,196
1959,M,OR,David,771
1949,F,IL,Linda,4997
1949,F,IN,Linda,2581
1979,M,MI,Michael,3008
1979,M,MD,Michael,1140
1979,M,ME,Jason,299
1991,F,TX,Ashley,3327
1979,M,MS,James,728
1931,F,TN,Mary,2042
1946,M,LA,James,1490
1979,M,MN,Michael,1204
1979,M,MO,Michael,1574
1959,M,SD,David,358
1966,M,FL,James,2050
2005,F,TX,Emily,2480
1991,F,WI,Ashley,827
1949,F,GA,Mary,2251
1979,M,MT,Michael,204
1939,M,TX,James,2865
1979,M,NC,Christopher,1464
1979,M,ND,Jason,228
2012,F,HI,Sophia,94
1939,M,UT,Robert,227
1931,F,TX,Mary,3302
1959,M,SC,James,1513
2005,F,TN,Madison,601
1991,F,WV,Brittany,352
1949,F,FL,Linda,1540
1946,M,KY,James,2455
1979,M,NJ,Michael,2513
1946,M,KS,Robert,892
1979,M,NH,Michael,280
1991,F,WY,Jessica,64
1979,M,NE,Michael,428
1966,M,GA,James,1983
1979,M,NM,Michael,387
2012,F,ID,Olivia,117
1929,F,AK,Mary,25
1929,F,AL,Mary,2339
1979,M,NY,Michael,5774
1959,M,RI,Michael,586
2012,F,IA,Emma,243
1979,M,NV,Michael,252
1931,F,UT,Mary,187
1929,F,AR,Mary,1240
2012,F,IL,Sophia,959
1931,F,VA,Mary,1558
1991,F,WA,Jessica,847
1929,F,AZ,Mary,303
1939,M,TN,James,2502
1991,F,VT,Ashley,91
1979,M,OK,Michael,826
1979,M,OH,Michael,3773
2012,F,IN,Emma,473
2005,F,SD,Emma,60
1939,M,SD,Robert,253
1959,M,MI,David,4397
2012,F,AR,Emma,186
1939,M,SC,James,1802
2005,F,NY,Emily,1444
1959,M,MA,John,3386
2005,F,NV,Emily,182
2012,F,AZ,Sophia,586
1959,M,MD,Michael,1640
1959,M,ME,David,515
2005,F,NM,Alyssa,117
1949,F,DC,Linda,615
2005,F,NJ,Emily,702
1949,F,DE,Linda,159
2005,F,NH,Emma,128
2005,F,NE,Emma,158
2005,F,NC,Emily,697
2005,F,ND,Emma,75
1979,M,HI,Michael,234
1929,F,CA,Mary,1713
2005,F,MT,Emma,69
1991,F,PA,Ashley,1959
1929,F,CO,Mary,522
2005,F,MS,Madison,271
1966,M,AL,James,1494
1986,M,CA,Michael,7262
1959,M,LA,Michael,1590
2005,F,MN,Ava,460
1966,M,AK,Michael,128
2005,F,MO,Emma,571
1929,F,CT,Mary,624
1946,M,DC,John,804
2005,F,MI,Emma,740
1966,M,AR,James,737
2012,F,CA,Sophia,3634
1946,M,DE,John,228
1959,M,KY,James,1804
1986,M,CT,Michael,1153
2005,F,MD,Emily,401
2012,F,CO,Emma,337
2005,F,ME,Emma,134
1979,M,ID,Michael,280
1939,M,RI,Robert,444
1959,M,KS,David,989
2005,F,MA,Emma,531
1966,M,AZ,David,552
1986,M,CO,Michael,904
1979,M,IA,Matthew,829
1929,F,DE,Mary,115
1979,M,IN,Michael,1590
1959,M,OK,David,930
2012,F,CT,Emma,246
1979,M,IL,Michael,3719
1959,M,OH,David,5092
1929,F,DC,Mary,286
1991,F,SD,Ashley,117
1991,F,SC,Ashley,675
1959,M,NY,John,8714
2012,F,DE,Sophia,67
2012,F,DC,Sophia,50
1959,M,NV,Michael,143
2005,F,PA,Emily,891
1949,F,CO,Linda,932
1939,M,PA,Robert,5320
1991,F,RI,Amanda,188
1986,M,AK,Michael,170
1959,M,NJ,John,3336
1966,M,CA,Michael,7685
1959,M,NH,David,331
1959,M,NM,David,515
1949,F,CT,Linda,905
1959,M,NE,Michael,723
2005,F,OR,Emma,282
1966,M,CO,Michael,803
1946,M,GA,James,2913
1959,M,NC,James,2427
1939,M,OR,Robert,414
1959,M,ND,David,310
1986,M,AZ,Michael,994
1949,F,CA,Linda,6272
1946,M,FL,James,1652
2005,F,OK,Emma,280
1966,M,CT,Michael,1372
2005,F,OH,Emma,1056
1986,M,AR,Christopher,531
1959,M,MN,David,1852
1959,M,MO,Michael,2082
1959,M,MT,David,291
1986,M,AL,Christopher,957
1959,M,MS,James,1470
1991,F,MD,Ashley,794
1914,M,IA,John,592
1914,M,ID,John,118
1996,M,CT,Michael,663
1991,F,ME,Ashley,210
1923,F,AZ,Mary,272
1996,M,CO,Jacob,509
1946,M,AR,James,1582
1991,F,MI,Ashley,1877
1932,M,RI,Robert,399
2005,M,VT,Jacob,63
1998,F,IN,Emily,674
1946,M,AZ,Robert,370
1991,F,MA,Ashley,902
1996,M,CA,Daniel,4706
1991,F,MT,Jessica,129
1991,F,MS,Ashley,480
2005,M,WA,Jacob,483
1998,F,IL,Emily,1179
1914,M,HI,George,66
1998,F,IA,Emily,318
1946,M,AL,James,2709
1991,F,MN,Ashley,747
2005,M,WI,Ethan,489
1998,F,ID,Madison,131
1991,F,MO,Ashley,977
1946,M,AK,John,59
1923,F,CA,Mary,1829
1964,M,LA,John,1466
1966,F,PA,Lisa,3651
2005,M,WV,Jacob,243
1991,F,KY,Ashley,756
1934,F,WY,Mary,105
1934,F,WV,Mary,1163
1964,M,KY,James,1636
2005,M,WY,Jacob,41
1991,F,LA,Ashley,763
1923,F,CO,Mary,626
1966,F,OR,Lisa,435
1964,M,KS,David,806
1966,F,OK,Lisa,544
1914,M,IL,John,2242
1914,M,IN,John,824
1923,F,CT,Mary,863
1966,F,OH,Lisa,3325
1964,M,MA,John,3546
1998,F,KY,Hannah,513
1991,F,OH,Ashley,2214
2005,M,TN,William,748
1964,M,MD,John,1671
1964,M,ME,Michael,463
1934,F,VT,Mary,114
1946,M,CT,Robert,1472
1991,F,OK,Ashley,576
1998,F,KS,Madison,282
1932,M,PA,John,5238
1966,F,NY,Lisa,5141
1966,F,NV,Lisa,115
2005,M,TX,Jose,2805
1934,F,WA,Barbara,403
1966,F,NM,Lisa,187
1946,M,CO,Robert,762
1966,F,NJ,Lisa,1959
1934,F,WI,Mary,1178
1966,F,NH,Lisa,267
1932,M,OR,Robert,375
1932,M,OK,James,1089
1991,F,OR,Ashley,489
1966,F,ND,Lisa,199
1966,F,NE,Lisa,406
1991,F,NE,Jessica,255
1966,F,NC,Lisa,1561
1991,F,ND,Ashley,121
1932,M,OH,Robert,3381
1964,M,NC,James,2317
1964,M,ND,David,256
1998,F,MA,Emily,802
1964,M,NE,Michael,659
1991,F,NH,Sarah,183
2005,M,UT,Jacob,323
1964,M,NH,David,323
1991,F,NJ,Jessica,1232
1946,M,CA,Robert,5518
1934,F,UT,Mary,158
1914,M,LA,John,503
1966,F,MS,Lisa,619
1991,F,NC,Brittany,1351
1966,F,MT,Lisa,173
1932,M,NV,Robert,33
1996,M,DC,Michael,138
1914,M,KS,John,440
1966,F,MO,Lisa,1359
2005,M,VA,William,746
1923,F,AL,Mary,2420
1996,M,DE,Michael,127
1964,M,MS,James,1245
1991,F,NV,Ashley,237
1932,M,NY,John,5868
1923,F,AK,Mary,26
1964,M,MT,Michael,272
1991,F,NY,Ashley,2730
1966,F,MN,Lisa,1142
1934,F,VA,Mary,1538
1914,M,KY,James,949
1966,F,MI,Lisa,2688
1991,F,NM,Ashley,303
1964,M,MI,Michael,3801
1998,F,LA,Alexis,438
1966,F,ME,Lisa,452
1932,M,NJ,Robert,2130
1923,F,AR,Mary,1257
1964,M,MN,David,1650
1966,F,MD,Lisa,1103
1964,M,MO,John,1853
1932,M,NM,Joe,213
1932,M,NH,Robert,308
1991,F,IA,Ashley,500
1991,F,ID,Jessica,207
1932,M,NC,James,2735
1932,M,ND,Robert,328
1964,M,OH,Michael,4579
1932,M,NE,Robert,777
1964,M,NY,John,8890
1966,F,TX,Lisa,2278
1996,M,GA,Christopher,1100
1964,M,NV,Michael,207
1932,M,MS,James,1637
1932,M,MT,Robert,231
1914,M,DE,William,102
2005,M,SD,Jacob,80
1932,M,MN,Robert,1298
1964,M,NJ,John,3699
2005,M,SC,William,434
1932,M,MO,Robert,1764
1966,F,TN,Lisa,1372
1991,F,IL,Jessica,2026
1932,M,MI,Robert,2773
1964,M,NM,Michael,410
1991,F,IN,Ashley,1092
1932,M,ME,Robert,485
1932,M,MA,Robert,2686
1932,M,MD,William,819
1998,F,FL,Emily,1184
1964,M,PA,John,5662
1964,M,OR,David,710
1996,M,FL,Michael,2014
1964,M,OK,David,842
1991,F,HI,Ashley,157
1914,M,GA,James,1556
1966,F,SC,Lisa,703
1932,M,LA,James,911
1966,F,SD,Lisa,220
1932,M,KY,James,1931
1932,M,KS,Robert,902
1991,F,KS,Jessica,412
1996,M,ID,Jacob,191
1996,M,IL,Michael,2131
1998,F,GA,Hannah,810
1914,M,FL,James,456
1996,M,IN,Jacob,1077
1966,F,RI,Lisa,393
1964,M,RI,Michael,600
1996,M,IA,Jacob,553
1996,M,HI,Joshua,152
1998,F,HI,Taylor,77
2005,M,RI,Michael,119
1996,M,KY,Austin,727
2000,F,WY,Madison,45
2005,M,NH,Jacob,146
2005,M,NJ,Michael,1085
2000,F,WV,Hannah,220
2005,M,NM,Joshua,196
1998,F,AR,Hannah,266
1955,F,CA,Debra,3965
1998,F,AL,Hannah,458
1964,M,SC,James,1451
1998,F,AK,Emily,60
1964,M,SD,Michael,287
1996,M,LA,Christopher,518
2007,F,TN,Emma,542
2000,F,WI,Emily,560
2005,M,NV,Anthony,223
2005,M,NY,Michael,2088
1955,F,CO,Debra,648
1966,F,HI,Lisa,180
1932,M,IN,Robert,1848
1955,F,CT,Susan,926
2007,F,TX,Emily,1988
1996,M,KS,Jacob,352
1932,M,IL,Robert,3831
1955,F,AZ,Mary,492
1914,M,AZ,William,73
1932,M,IA,Robert,1273
1934,F,OH,Mary,2901
2005,M,OH,Jacob,1181
1932,M,ID,Robert,205
2000,F,VT,Emily,69
2005,M,OK,Jacob,328
1934,F,OK,Mary,1223
1964,M,TN,James,1899
1914,M,AR,James,648
2000,F,WA,Emily,558
1991,F,CT,Ashley,506
2005,M,OR,Jacob,290
1934,F,OR,Shirley,207
1923,F,KY,Mary,2345
1914,M,AL,James,1222
1914,M,AK,John,17
1923,F,KS,Mary,982
1991,F,DC,Ashley,174
1934,F,PA,Mary,4088
2005,M,PA,Michael,1112
1932,M,HI,George,198
1923,F,LA,Mary,1263
1991,F,DE,Ashley,151
1966,F,GA,Lisa,1295
1998,F,AZ,Alexis,408
1934,F,NH,Barbara,125
1934,F,NE,Mary,561
2007,F,VT,Ava,53
1991,F,GA,Ashley,1472
1914,M,CA,John,769
1998,F,CT,Emily,347
1934,F,NJ,Joan,1326
1996,M,ND,Jacob,120
1996,M,NE,Jacob,316
1934,F,NM,Mary,433
1998,F,CO,Emily,372
1923,F,HI,Mary,103
1966,F,FL,Lisa,1313
1996,M,NC,Joshua,1067
1964,M,TX,David,3897
1998,F,CA,Jessica,2846
1996,M,MN,Jacob,820
1934,F,NV,Mary,23
1955,F,AL,Mary,1354
1996,M,MI,Jacob,1686
1934,F,NY,Mary,3701
1955,F,AK,Debra,94
2007,F,WI,Ava,451
1955,F,AR,Mary,682
1996,M,MS,William,378
1996,M,MT,Jacob,112
1996,M,MO,Jacob,950
2005,M,MA,Matthew,695
2005,M,MD,Joshua,462
2007,F,WA,Olivia,432
2005,M,ME,Jacob,126
1932,M,GA,James,2192
1934,F,MD,Mary,886
1923,F,ID,Mary,195
1934,F,ME,Mary,219
2007,F,UT,Olivia,256
2005,M,MI,Jacob,960
1914,M,DC,William,119
1923,F,IA,Mary,1204
1934,F,MI,Mary,2034
1914,M,CT,John,684
1934,F,MN,Mary,931
2005,M,MN,Ethan,494
1964,M,VA,James,1986
1923,F,IN,Mary,2397
1996,M,MD,Michael,770
1934,F,MO,Mary,1797
1996,M,ME,Tyler,175
1923,F,IL,Mary,3607
2005,M,MO,Jacob,545
1934,F,MS,Mary,1491
1996,M,MA,Michael,1217
2005,M,MT,Jacob,85
2005,M,MS,William,336
2007,F,VA,Madison,495
1998,F,DC,Alexis,65
1991,F,FL,Ashley,2218
1934,F,MT,Mary,232
1914,M,CO,John,294
1932,M,FL,James,855
1998,F,DE,Emily,92
1934,F,NC,Mary,2442
2005,M,NC,William,924
1964,M,UT,David,471
1934,F,ND,Mary,202
2005,M,NE,Jacob,169
2005,M,ND,Ethan,80
1966,F,MA,Lisa,2137
1934,F,TN,Mary,1957
1996,M,PA,Michael,1950
1923,F,FL,Mary,794
1934,F,TX,Mary,3254
1964,M,WI,Michael,1963
1991,F,AL,Ashley,775
1991,F,AK,Jessica,107
1996,M,OK,Tyler,419
1964,M,WA,David,1165
1964,M,VT,Michael,207
1996,M,OR,Jacob,463
1966,F,LA,Lisa,1063
1923,F,GA,Mary,2401
2007,F,WV,Madison,175
1996,M,NY,Michael,3559
1966,F,KY,Lisa,1079
2007,F,WY,Madison,36
1996,M,OH,Jacob,1952
1966,F,KS,Lisa,510
2005,M,KS,Jacob,265
1996,M,NM,Michael,217
1996,M,NH,Matthew,192
1996,M,NJ,Michael,1737
2005,M,KY,Jacob,553
1932,M,DE,William,123
1996,M,NV,Michael,226
2005,M,LA,Joshua,323
1964,M,WV,James,840
1932,M,DC,Robert,299
1964,M,WY,John,140
1934,F,RI,Joan,229
2005,M,HI,Joshua,95
1932,M,CT,Robert,830
1996,M,RI,Nicholas,200
1932,M,CO,Robert,548
1923,F,DE,Mary,149
1923,F,DC,Mary,350
1991,F,CO,Jessica,558
1934,F,SD,Mary,242
1991,F,CA,Jessica,6949
1934,F,SC,Mary,1528
1932,M,CA,Robert,2305
2005,M,IA,Ethan,286
1991,F,AZ,Ashley,665
2005,M,ID,Ethan,134
1991,F,AR,Ashley,426
2005,M,IL,Jacob,1114
2005,M,IN,Jacob,671
1966,F,IN,Lisa,1617
1966,F,IL,Lisa,3100
1966,F,ID,Lisa,187
1966,F,IA,Lisa,810
1932,M,AZ,Robert,165
2000,F,OR,Emily,312
1980,F,GA,Amanda,1312
2000,F,OK,Madison,329
1923,F,RI,Mary,426
1934,F,HI,Helen,80
1932,M,AR,James,1331
1987,F,DC,Ashley,233
2007,F,LA,Madison,351
1987,F,DE,Jessica,190
2005,M,FL,Joshua,1501
1943,M,WY,John,128
1932,M,AK,John,23
1932,M,AL,James,2273
1943,M,WV,James,1386
2000,F,OH,Hannah,1191
1923,F,SD,Mary,269
1923,F,SC,Mary,1646
1934,F,GA,Mary,2219
1996,M,SC,Christopher,492
2005,M,GA,William,1032
1996,M,SD,Jacob,132
1937,F,CA,Mary,1712
2000,F,NM,Alexis,141
2000,F,NJ,Emily,812
2000,F,NY,Emily,1719
2000,F,NV,Emily,162
1937,F,CO,Mary,528
2007,F,KY,Madison,407
1937,F,CT,Barbara,523
2000,F,NH,Emily,159
2000,F,ND,Madison,82
1980,F,HI,Jennifer,219
2007,F,KS,Addison,238
2000,F,NE,Hannah,195
2000,F,NC,Hannah,938
2007,F,NJ,Isabella,666
1980,F,ID,Jennifer,292
1937,F,DC,Mary,330
1980,F,IA,Jennifer,880
2007,F,NM,Isabella,128
1996,M,VA,Michael,910
2005,M,DC,William,111
1937,F,DE,Mary,98
2005,M,DE,Michael,89
2007,F,NC,Madison,680
2007,F,ND,Emma,64
2007,F,NE,Addison,158
1934,F,FL,Mary,788
2007,F,NH,Olivia,107
2007,F,NY,Isabella,1425
1987,F,FL,Jessica,2739
1996,M,UT,Jacob,442
1980,F,IN,Jennifer,1516
1980,F,IL,Jennifer,2959
2007,F,NV,Emily,160
2007,F,MI,Ava,755
1987,F,GA,Jessica,1827
2007,F,MN,Ava,457
2007,F,MO,Emma,462
2007,F,MA,Ava,532
2007,F,MD,Madison,376
2007,F,ME,Madison,112
2000,F,PA,Emily,1174
1996,M,TN,Austin,857
2007,F,MS,Madison,267
2007,F,MT,Madison,67
1996,M,TX,Jose,2824
2005,M,AZ,Angel,618
1923,F,NJ,Mary,1786
1923,F,NH,Mary,148
1914,M,UT,John,165
1923,F,NE,Betty,587
1943,M,TN,James,2921
1987,F,HI,Ashley,213
1923,F,NM,Mary,382
1996,M,WV,Tyler,281
2000,F,SC,Hannah,387
1923,F,NY,Mary,5160
2000,F,SD,Hannah,97
1980,F,KS,Jennifer,656
1923,F,NV,Mary,29
1996,M,WY,Tyler,68
1914,M,TX,James,1397
1934,F,MA,Mary,1506
2007,F,OK,Emma,262
1923,F,OK,Mary,1446
2010,F,AK,Sophia,60
1987,F,IA,Ashley,732
1996,M,WA,Jacob,772
1923,F,OH,Mary,4128
1987,F,ID,Jessica,218
2005,M,CA,Daniel,3914
1914,M,VT,John,96
1980,F,LA,Jennifer,1003
1923,F,OR,Mary,321
1996,M,WI,Jacob,932
1987,F,IL,Ashley,2500
1980,F,KY,Amanda,1275
2007,F,OH,Ava,913
1987,F,IN,Ashley,1559
1996,M,VT,Nicholas,79
1914,M,VA,James,1109
1934,F,KS,Mary,814
2005,M,CO,Jacob,387
1934,F,KY,Mary,1881
2007,F,PA,Ava,991
2005,M,CT,Ryan,354
2007,F,OR,Emma,244
1934,F,LA,Mary,1243
1923,F,PA,Mary,7034
2000,F,RI,Emily,122
1943,M,TX,James,3906
1935,M,AZ,Robert,167
1980,F,MI,Jennifer,2629
1980,F,ME,Jessica,282
2000,F,UT,Madison,311
1914,M,WV,James,459
1980,F,MD,Jennifer,903
1935,M,AR,James,1376
1980,F,MA,Jennifer,1481
2000,F,VA,Hannah,707
1914,M,WI,John,662
2007,F,RI,Sophia,94
1935,M,AK,John,37
2010,F,AZ,Isabella,553
1914,M,WA,John,323
1943,M,UT,Robert,340
2007,F,SC,Madison,323
1935,M,AL,James,2287
1980,F,MS,Jennifer,561
2007,F,SD,Ava,73
1980,F,MT,Jennifer,208
1943,M,VA,James,2358
2010,F,AR,Emma,202
1923,F,MA,Mary,2778
1980,F,MO,Jennifer,1420
2010,F,AL,Emma,318
1980,F,MN,Jennifer,1147
1980,F,NJ,Jennifer,1683
1943,M,WI,James,1878
1923,F,MI,Mary,1962
1980,F,NH,Jennifer,288
1934,F,IA,Mary,1091
1935,M,CA,Robert,2261
1964,M,AZ,David,620
1934,F,ID,Shirley,152
1923,F,ME,Mary,257
1980,F,ND,Jennifer,240
1923,F,MD,Mary,1226
1980,F,NE,Jennifer,505
1964,M,AL,James,1698
1923,F,MS,Mary,1617
1980,F,NC,Jennifer,1357
1934,F,IN,Mary,1466
1923,F,MO,Mary,2115
1923,F,MN,Dorothy,936
1964,M,AR,James,920
1934,F,IL,Mary,2670
2000,F,TX,Emily,2037
2010,F,CA,Isabella,3364
1937,F,AL,Mary,2154
1937,F,AK,Mary,41
2005,M,AL,William,550
2005,M,AK,Ethan,63
1987,F,KS,Ashley,609
1980,F,NY,Jennifer,3810
1980,F,NV,Jennifer,224
1943,M,VT,Robert,219
1937,F,AR,Mary,1148
1964,M,AK,John,151
1923,F,MT,Mary,256
2005,M,AR,Ethan,257
1923,F,ND,Mary,220
2000,F,TN,Hannah,705
1987,F,KY,Ashley,1038
1923,F,NC,Mary,2891
1943,M,WA,Robert,1011
1914,M,WY,John,53
1937,F,AZ,Mary,354
1980,F,NM,Jennifer,303
2007,F,DC,Ashley,58
2007,F,DE,Ava,67
2008,M,HI,Ethan,87
2010,F,DC,Madison,50
2010,F,DE,Sophia,73
2000,F,GA,Hannah,797
2010,F,CT,Isabella,278
2010,F,CO,Isabella,341
2008,M,IA,Ethan,237
2007,F,CA,Emily,2961
1964,M,CO,Michael,813
2000,F,FL,Emily,1205
1993,M,SD,Tyler,130
1964,M,CT,John,1514
1914,M,RI,John,284
1937,F,KS,Mary,649
1993,M,SC,Christopher,627
2007,F,CO,Isabella,327
1966,F,WY,Lisa,81
1937,F,KY,Mary,1725
2007,F,CT,Isabella,256
1993,M,RI,Michael,265
1966,F,WV,Lisa,619
1937,F,LA,Mary,1299
1964,M,CA,Michael,7985
2000,F,IL,Emily,1172
1966,F,WI,Lisa,1405
2010,F,FL,Isabella,1835
1914,M,SD,John,159
1914,M,SC,James,1164
1966,F,WA,Lisa,723
2008,M,FL,Jayden,1337
2000,F,IN,Hannah,634
1980,F,AK,Jessica,116
1980,F,AL,Jennifer,923
1966,F,VT,Lisa,155
2000,F,ID,Hannah,133
2000,F,IA,Madison,296
2007,F,FL,Isabella,1581
1937,F,MA,Mary,1365
1964,M,DC,John,723
1937,F,MD,Mary,877
1964,M,DE,John,272
2008,M,GA,William,914
1937,F,ME,Mary,236
2000,F,HI,Kayla,63
1937,F,MI,Mary,1958
1914,M,TN,James,1196
1980,F,AZ,Jennifer,748
1937,F,MN,Mary,962
1937,F,MO,Mary,1680
1966,F,VA,Lisa,1328
1937,F,MT,Mary,177
1980,F,AR,Amanda,603
1937,F,MS,Mary,1498
2010,F,GA,Isabella,569
1993,M,TN,Christopher,908
1966,F,UT,Lisa,347
1937,F,NC,Mary,2305
1993,M,TX,Michael,3172
1937,F,NE,Mary,466
1937,F,ND,Shirley,189
1923,F,VT,Mary,119
1914,M,ME,John,178
1993,M,VA,Michael,1156
2008,M,DC,William,95
1914,M,MI,John,930
2008,M,DE,Michael,88
2007,F,HI,Sophia,59
1964,M,GA,James,2134
1934,F,DE,Mary,93
1934,F,DC,Mary,288
2010,F,HI,Isabella,70
2000,F,KS,Madison,277
1937,F,FL,Mary,816
1914,M,MA,John,1986
1914,M,MD,William,619
1980,F,CO,Jennifer,859
1964,M,FL,James,2205
1923,F,WA,Betty,516
1923,F,WI,Dorothy,1113
1980,F,CA,Jennifer,5610
1993,M,UT,Tyler,390
1937,F,GA,Mary,2096
2008,M,CA,Daniel,3749
1914,M,NH,John,115
2010,F,IL,Isabella,944
1934,F,CA,Mary,1590
1914,M,NJ,John,1605
1993,M,WA,Michael,796
2010,F,IN,Emma,457
1914,M,NM,John,104
2010,F,ID,Olivia,122
1914,M,NC,James,1678
1923,F,WY,Mary,127
1980,F,CT,Jennifer,732
1993,M,WI,Jacob,890
1914,M,NE,John,337
2007,F,GA,Madison,730
1914,M,ND,John,207
1923,F,WV,Mary,1522
2008,M,CO,Alexander,353
2010,F,IA,Ava,208
1993,M,VT,Tyler,86
1987,F,AK,Jessica,156
1987,F,AL,Ashley,1010
2008,M,CT,Michael,319
1934,F,CO,Mary,509
1934,F,CT,Mary,459
1914,M,MN,John,558
1914,M,MO,William,907
1987,F,AR,Ashley,565
1980,F,DE,Jennifer,169
1914,M,MT,John,177
1980,F,DC,Jennifer,170
1914,M,MS,James,960
1934,F,AZ,Mary,287
2000,F,MO,Emily,605
1914,M,OH,John,1848
2000,F,MN,Emily,559
1987,F,AZ,Jessica,875
1923,F,TN,Mary,2371
1964,M,IA,David,1172
1914,M,OK,James,536
1937,F,HI,Barbara,88
2000,F,MI,Emily,942
1913,F,WV,Mary,641
1923,F,TX,Mary,3247
1913,F,WY,Mary,50
2000,F,MS,Hannah,283
2000,F,MT,Madison,95
1914,M,NV,John,31
1914,M,NY,John,4289
2000,F,ME,Emily,123
2000,F,MD,Emily,458
1993,M,WY,Tyler,90
1964,M,HI,Michael,307
2000,F,MA,Emily,753
1993,M,WV,Michael,303
1937,F,IA,Mary,1100
1937,F,ID,Mary,158
2007,F,ID,Emma,138
2010,F,KS,Isabella,214
1913,F,VT,Mary,80
1937,F,IL,Mary,2772
1914,M,PA,John,5192
1987,F,CA,Jessica,6843
1937,F,IN,Mary,1437
2007,F,IA,Ava,282
2008,M,AK,James,67
1923,F,UT,Mary,219
2008,M,AL,William,536
1964,M,IL,Michael,5133
1934,F,AK,Mary,31
1964,M,IN,David,2245
1923,F,VA,Mary,2020
1913,F,WA,Mary,235
2000,F,KY,Hannah,562
1934,F,AL,Mary,2287
2008,M,AR,Jacob,205
1980,F,FL,Jennifer,2244
1987,F,CO,Jessica,738
1934,F,AR,Mary,1211
1964,M,ID,David,252
2007,F,IL,Isabella,867
2007,F,IN,Emma,525
1914,M,OR,Robert,182
1913,F,WI,Mary,458
1987,F,CT,Jessica,765
2008,M,AZ,Anthony,574
2000,F,LA,Madison,465
1985,M,NC,Christopher,1705
1945,F,ND,Mary,227
1945,F,NC,Mary,2224
